nohup: ignoring input
[PIPELINE] 日志文件: logs/pipeline_20251126_022003.log
[PIPELINE] 检测到已有 tasks.pkl，跳过预处理。
[PIPELINE] 运行 MCTS 搜索 (配置: config/mysql_exp.yaml)
Ignore done task ids: []
Saving config to results/mysql_exp/config.json
There are 1 tasks to solve
Solving tasks (sequential):   0%|          | 0/1 [00:00<?, ?it/s]2025-11-26 02:20:04,706 | INFO | Logger initialized. File: logs/run_20251126_022004.log
2025-11-26 02:20:04,706 | INFO | Solve start task_id=0 max_rollout=24
2025-11-26 02:20:04,715 | INFO | Rollout task=0 step=1/24
2025-11-26 02:20:08,656 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=3.91s n=3
2025-11-26 02:20:12,842 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=4.06s n=3
2025-11-26 02:20:25,170 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=12.00s n=3
2025-11-26 02:20:36,677 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=10.81s n=3
2025-11-26 02:21:25,355 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=47.18s n=5
2025-11-26 02:22:02,736 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=36.29s n=4
2025-11-26 02:22:21,685 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=18.18s n=3
2025-11-26 02:23:32,390 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=70.32s n=3
2025-11-26 02:24:14,388 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=41.61s n=3
2025-11-26 02:24:33,423 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=18.40s n=2
2025-11-26 02:24:53,264 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=19.45s n=3
2025-11-26 02:25:02,588 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=7.83s n=3
2025-11-26 02:26:22,120 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=77.12s n=5
2025-11-26 02:27:27,531 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=64.79s n=5
2025-11-26 02:28:24,927 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=56.20s n=3
2025-11-26 02:28:57,798 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=32.23s n=3
2025-11-26 02:29:28,431 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=29.91s n=3
2025-11-26 02:29:40,470 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=11.48s n=3
2025-11-26 02:31:04,762 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=81.48s n=5
2025-11-26 02:31:38,589 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=33.00s n=4
2025-11-26 02:32:39,139 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=59.92s n=4
2025-11-26 02:33:22,947 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=43.01s n=3
2025-11-26 02:34:25,962 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=62.34s n=3
2025-11-26 02:34:52,894 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=25.65s n=5
2025-11-26 02:35:02,766 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=8.57s n=1
2025-11-26 02:35:22,247 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=17.59s n=5
2025-11-26 02:35:23,450 | INFO | Simulation reached terminal depth=6
2025-11-26 02:35:23,450 | INFO | Backpropagate start final_sql="WITH modelaunchdates AS (SELECT '广域战场' AS mode_name, '20240723' AS launch_date UNION ALL SELECT '消灭战', '20230804' UNION ALL SELECT '幻想混战', '20241115' UNION ALL SELECT '荒野传说', '20240903' UNION ALL SEL
2025-11-26 02:35:23,450 | INFO | Backpropagate done reward=1.0
2025-11-26 02:35:23,450 | INFO | Rollout task=0 step=2/24
2025-11-26 02:35:36,634 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=13.16s n=3
2025-11-26 02:35:43,795 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=4.25s n=3
2025-11-26 02:36:26,902 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=38.94s n=5
2025-11-26 02:36:58,451 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=30.42s n=5
2025-11-26 02:37:33,284 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=33.92s n=4
2025-11-26 02:37:46,104 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=12.11s n=2
2025-11-26 02:37:47,901 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=1.36s n=3
2025-11-26 02:38:01,943 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=9.15s n=5
2025-11-26 02:38:23,208 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=20.41s n=5
2025-11-26 02:38:45,444 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=21.34s n=5
2025-11-26 02:39:05,720 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=19.12s n=5
2025-11-26 02:39:34,196 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=26.19s n=5
2025-11-26 02:39:56,651 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=21.53s n=5
2025-11-26 02:40:14,055 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=16.33s n=5
2025-11-26 02:40:44,947 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=30.21s n=5
2025-11-26 02:41:07,682 | INFO | LLM SDK success model=Qwen3-Coder-30B-A3B-Instruct latency=18.74s n=5
